transaction_id,user_id,date,description,amount,transaction_type,category,merchant
697,3,2025-08-10,Jio mobile recharge,909.93,expense,Bills,Jio mobile recharge
698,3,2025-08-12,Coursera subscription,1339.67,expense,Education,Coursera subscription
699,3,2025-08-14,Decathlon sports gear,899.6,expense,Shopping,Decathlon sports gear
700,3,2025-08-15,DMart grocery shopping,846.02,expense,Food,DMart grocery shopping
701,3,2025-08-16,Auto fare,79.99,expense,Transport,Auto fare
702,3,2025-08-17,Auto fare,86.18,expense,Transport,Auto fare
703,3,2025-08-19,Spotify Premium,140.49,expense,Entertainment,Spotify Premium
704,3,2025-08-19,McDonalds,351.47,expense,Food,McDonalds
705,3,2025-08-19,Myntra fashion order,2208.21,expense,Shopping,Myntra fashion order
706,3,2025-08-19,DMart grocery shopping,512.46,expense,Food,DMart grocery shopping
707,3,2025-08-24,Rapido bike taxi,148.9,expense,Transport,Rapido bike taxi
708,3,2025-08-25,Society maintenance charge,1645.23,expense,Bills,Society maintenance charge
709,3,2025-08-28,Flipkart order - weekend,2115.87,expense,Shopping,Flipkart order
710,3,2025-08-29,Tata Play DTH recharge,772.38,expense,Bills,Tata Play DTH recharge
711,3,2025-08-29,Dental clinic visit,2691.63,expense,Health,Dental clinic visit
712,3,2025-08-30,Campus mess bill,2476.6,expense,Food,Campus mess bill
713,3,2025-08-30,Croma electronics,3122.6,expense,Shopping,Croma electronics
714,3,2025-08-30,Monthly stipend credited,6106.32,income,Income,Monthly stipend credited
715,3,2025-08-31,YouTube Premium,184.76,expense,Entertainment,YouTube Premium
716,3,2025-09-01,Tata Play DTH recharge,393.52,expense,Bills,Tata Play DTH recharge
717,3,2025-09-01,Salary credited,47112.96,income,Income,Employer/Institute
718,3,2025-09-02,Society maintenance charge,2631.48,expense,Bills,Society maintenance charge
719,3,2025-09-02,Dominos Pizza,625.13,expense,Food,Dominos Pizza
720,3,2025-09-03,Local mall shopping,1014.76,expense,Shopping,Local mall shopping
721,3,2025-09-05,Indian Oil petrol,1147.35,expense,Transport,Indian Oil petrol
722,3,2025-09-05,Local tiffin service,95.21,expense,Food,Local tiffin service
723,3,2025-09-11,Charity donation,781.78,expense,Other,Charity donation
724,3,2025-09-13,Dominos Pizza,713.24,expense,Food,Dominos Pizza
725,3,2025-09-13,Dominos Pizza,441.34,expense,Food,Dominos Pizza
726,3,2025-09-13,Charity donation,293.39,expense,Other,Charity donation
727,3,2025-09-15,Cafe Coffee Day,182.03,expense,Food,Cafe Coffee Day
728,3,2025-09-16,Local tiffin service,74.76,expense,Food,Local tiffin service
729,3,2025-09-16,DMart grocery shopping,1455.57,expense,Food,DMart grocery shopping
730,3,2025-09-18,Hostel/room rent,13759.32,expense,Bills,Hostel/room rent
731,3,2025-09-18,Campus mess bill,1813.69,expense,Food,Campus mess bill
732,3,2025-09-18,LPG cylinder booking,1042.37,expense,Bills,LPG cylinder booking
733,3,2025-09-21,Flipkart order - monthly,3005.98,expense,Shopping,Flipkart order
734,3,2025-09-22,Stationery/printouts,285.1,expense,Education,Stationery/printouts
735,3,2025-09-23,Ajio order,637.23,expense,Shopping,Ajio order
736,3,2025-09-26,Water bill payment,326.51,expense,Bills,Water bill payment
737,3,2025-09-26,Bus pass recharge,563.48,expense,Transport,Bus pass recharge
738,3,2025-09-27,ATM cash withdrawal,2468.64,expense,Other,ATM cash withdrawal
739,3,2025-09-27,IndiGo flight booking,4812.67,expense,Transport,IndiGo flight booking
740,3,2025-09-27,Society maintenance charge,1314.07,expense,Bills,Society maintenance charge
741,3,2025-09-28,Exam registration fee,557.57,expense,Education,Exam registration fee
742,3,2025-09-29,Swiggy order - express,155.24,expense,Food,Swiggy order
743,3,2025-10-01,Airtel postpaid bill,530.41,expense,Bills,Airtel postpaid bill
744,3,2025-10-02,Tata Play DTH recharge,386.69,expense,Bills,Tata Play DTH recharge
745,3,2025-10-04,Zomato order - weekend,264.04,expense,Food,Zomato order
746,3,2025-10-05,Salary credited,43177.22,income,Income,Employer/Institute
747,3,2025-10-06,Ajio order,2555.05,expense,Shopping,Ajio order
748,3,2025-10-06,Cafe Coffee Day,244.72,expense,Food,Cafe Coffee Day
749,3,2025-10-07,Local mall shopping,3262.1,expense,Shopping,Local mall shopping
750,3,2025-10-07,Amazon books order,521.68,expense,Education,Amazon books order
751,3,2025-10-08,Rapido bike taxi,54.74,expense,Transport,Rapido bike taxi
752,3,2025-10-09,Ola cab,197.98,expense,Transport,Ola cab
753,3,2025-10-11,Myntra fashion order,1039.43,expense,Shopping,Myntra fashion order
754,3,2025-10-11,LPG cylinder booking,1076.04,expense,Bills,LPG cylinder booking
755,3,2025-10-13,Cult.fit gym membership,2633.14,expense,Health,Cult.fit gym membership
756,3,2025-10-13,Flipkart order - wallet,1510.47,expense,Shopping,Flipkart order
757,3,2025-10-15,Croma electronics,6744.97,expense,Shopping,Croma electronics
758,3,2025-10-18,IRCTC train ticket,387.49,expense,Transport,IRCTC train ticket
759,3,2025-10-20,Auto fare,83.42,expense,Transport,Auto fare
760,3,2025-10-22,LPG cylinder booking,884.09,expense,Bills,LPG cylinder booking
761,3,2025-10-22,Decathlon sports gear,2168.42,expense,Shopping,Decathlon sports gear
762,3,2025-10-23,Cafe Coffee Day,354.82,expense,Food,Cafe Coffee Day
763,3,2025-10-24,Local mall shopping,1348.43,expense,Shopping,Local mall shopping
764,3,2025-10-25,Ola cab,244.65,expense,Transport,Ola cab
765,3,2025-10-26,Flipkart order - app,1045.37,expense,Shopping,Flipkart order
766,3,2025-10-26,Hostel/room rent,9403.49,expense,Bills,Hostel/room rent
767,3,2025-10-26,BESCOM electricity bill,606.71,expense,Bills,BESCOM electricity bill
768,3,2025-10-26,McDonalds,396.38,expense,Food,McDonalds
769,3,2025-10-28,Chai/tea stall,15.44,expense,Food,Chai/tea stall
770,3,2025-11-01,Jio mobile recharge,988.18,expense,Bills,Jio mobile recharge
771,3,2025-11-02,Jio mobile recharge,884.01,expense,Bills,Jio mobile recharge
772,3,2025-11-02,Amazon purchase - hostel,1114.96,expense,Shopping,Amazon purchase
773,3,2025-11-02,Uber ride,267.82,expense,Transport,Uber ride
774,3,2025-11-04,Salary credited,44765.49,income,Income,Employer/Institute
775,3,2025-11-06,Chai/tea stall,16.34,expense,Food,Chai/tea stall
776,3,2025-11-07,Myntra fashion order,2486.98,expense,Shopping,Myntra fashion order
777,3,2025-11-08,Swiggy order - online,209.54,expense,Food,Swiggy order
778,3,2025-11-09,Indian Oil petrol,1676.79,expense,Transport,Indian Oil petrol
779,3,2025-11-10,DMart grocery shopping,425.14,expense,Food,DMart grocery shopping
780,3,2025-11-11,Starbucks Coffee,308.28,expense,Food,Starbucks Coffee
781,3,2025-11-12,IRCTC train ticket,801.95,expense,Transport,IRCTC train ticket
782,3,2025-11-15,Ajio order,1933.88,expense,Shopping,Ajio order
783,3,2025-11-16,Spotify Premium,142.87,expense,Entertainment,Spotify Premium
784,3,2025-11-19,Croma electronics,9548.29,expense,Shopping,Croma electronics
785,3,2025-11-23,Amusement park entry,1497.91,expense,Entertainment,Amusement park entry
786,3,2025-11-24,Flipkart order - weekend,3781.08,expense,Shopping,Flipkart order
787,3,2025-11-25,Udemy course purchase,2278.14,expense,Education,Udemy course purchase
788,3,2025-11-25,Campus mess bill,1562.36,expense,Food,Campus mess bill
789,3,2025-11-25,LPG cylinder booking,855.02,expense,Bills,LPG cylinder booking
790,3,2025-11-25,Scholarship credited,21918.62,income,Income,Scholarship credited
791,3,2025-11-27,McDonalds,203.1,expense,Food,McDonalds
792,3,2025-11-28,BigBasket grocery order,942.48,expense,Food,BigBasket grocery order
793,3,2025-12-01,Ajio order,990.75,expense,Shopping,Ajio order
794,3,2025-12-01,Salary credited,45915.81,income,Income,Employer/Institute
795,3,2025-12-02,Uber ride,201.64,expense,Transport,Uber ride
796,3,2025-12-02,IndiGo flight booking,7325.13,expense,Transport,IndiGo flight booking
797,3,2025-12-07,YouTube Premium,147.7,expense,Entertainment,YouTube Premium
798,3,2025-12-08,Cult.fit gym membership,1121.16,expense,Health,Cult.fit gym membership
799,3,2025-12-09,Amazon purchase - campus,1850.12,expense,Shopping,Amazon purchase
800,3,2025-12-14,Local mall shopping,643.04,expense,Shopping,Local mall shopping
801,3,2025-12-14,Dominos Pizza,371.38,expense,Food,Dominos Pizza
802,3,2025-12-15,BigBasket grocery order,854.39,expense,Food,BigBasket grocery order
803,3,2025-12-15,Doctor consultation fee,523.64,expense,Health,Doctor consultation fee
804,3,2025-12-17,Doctor consultation fee,1154.57,expense,Health,Doctor consultation fee
805,3,2025-12-20,Decathlon sports gear,1631.01,expense,Shopping,Decathlon sports gear
806,3,2025-12-21,Charity donation,344.87,expense,Other,Charity donation
807,3,2025-12-23,IndiGo flight booking,5304.69,expense,Transport,IndiGo flight booking
808,3,2025-12-27,Indian Oil petrol,1659.0,expense,Transport,Indian Oil petrol
809,3,2025-12-27,Amusement park entry,1512.27,expense,Entertainment,Amusement park entry
810,3,2025-12-27,Croma electronics,1468.49,expense,Shopping,Croma electronics
811,4,2025-01-04,Flipkart order - wallet,4668.72,expense,Shopping,Flipkart order
812,4,2025-01-05,ACT Fibernet broadband bill,1311.8,expense,Bills,ACT Fibernet broadband bill
813,4,2025-01-05,Salary credited,29075.14,income,Income,Employer/Institute
814,4,2025-01-09,Tata Play DTH recharge,333.54,expense,Bills,Tata Play DTH recharge
815,4,2025-01-09,Society maintenance charge,1525.04,expense,Bills,Society maintenance charge
816,4,2025-01-12,Swiggy order - MG Road,125.83,expense,Food,Swiggy order
817,4,2025-01-14,LPG cylinder booking,1087.11,expense,Bills,LPG cylinder booking
818,4,2025-01-16,Gift purchase,731.47,expense,Other,Gift purchase
819,4,2025-01-17,Ola cab,444.3,expense,Transport,Ola cab
820,4,2025-01-17,Courier/shipping charge,57.08,expense,Other,Courier/shipping charge
821,4,2025-01-18,Zomato order - monthly,377.2,expense,Food,Zomato order
822,4,2025-01-18,Bank service charge,172.61,expense,Other,Bank service charge
823,4,2025-01-23,Coursera subscription,1459.05,expense,Education,Coursera subscription
824,4,2025-01-23,Parking fee,31.15,expense,Transport,Parking fee
825,4,2025-01-24,IRCTC train ticket,950.94,expense,Transport,IRCTC train ticket
826,4,2025-01-27,Rapido bike taxi,141.68,expense,Transport,Rapido bike taxi
827,4,2025-01-29,YouTube Premium,159.35,expense,Entertainment,YouTube Premium
828,4,2025-01-31,Myntra fashion order,638.06,expense,Shopping,Myntra fashion order
829,4,2025-02-01,Salary credited,26629.35,income,Income,Employer/Institute
830,4,2025-02-02,Rapido bike taxi,62.87,expense,Transport,Rapido bike taxi
831,4,2025-02-02,ACT Fibernet broadband bill,1141.6,expense,Bills,ACT Fibernet broadband bill
832,4,2025-02-04,Doctor consultation fee,433.8,expense,Health,Doctor consultation fee
833,4,2025-02-07,BESCOM electricity bill,1965.81,expense,Bills,BESCOM electricity bill
834,4,2025-02-07,Auto fare,46.07,expense,Transport,Auto fare
835,4,2025-02-10,Cafe Coffee Day,376.51,expense,Food,Cafe Coffee Day
836,4,2025-02-10,IRCTC train ticket,545.57,expense,Transport,IRCTC train ticket
837,4,2025-02-12,Dominos Pizza,613.63,expense,Food,Dominos Pizza
838,4,2025-02-12,Tata Play DTH recharge,448.67,expense,Bills,Tata Play DTH recharge
839,4,2025-02-13,Local tiffin service,94.59,expense,Food,Local tiffin service
840,4,2025-02-14,Scholarship credited,16900.27,income,Income,Scholarship credited
841,4,2025-02-17,Local mall shopping,3062.79,expense,Shopping,Local mall shopping
842,4,2025-02-17,Barbeque Nation dinner,2343.63,expense,Food,Barbeque Nation dinner
843,4,2025-02-17,Indian Oil petrol,1485.61,expense,Transport,Indian Oil petrol
844,4,2025-02-18,Health insurance premium,4404.58,expense,Health,Health insurance premium
845,4,2025-02-19,Flipkart order - MG Road,1289.03,expense,Shopping,Flipkart order
846,4,2025-02-20,Coaching institute fee,11926.92,expense,Education,Coaching institute fee
847,4,2025-02-20,BookMyShow movie ticket,846.18,expense,Entertainment,BookMyShow movie ticket
848,4,2025-02-22,Indian Oil petrol,1527.85,expense,Transport,Indian Oil petrol
849,4,2025-02-22,Hostel/room rent,11825.51,expense,Bills,Hostel/room rent
850,4,2025-02-24,Charity donation,1970.36,expense,Other,Charity donation
851,4,2025-02-25,Water bill payment,435.07,expense,Bills,Water bill payment
852,4,2025-02-25,Dental clinic visit,842.21,expense,Health,Dental clinic visit
853,4,2025-03-01,Starbucks Coffee,278.16,expense,Food,Starbucks Coffee
854,4,2025-03-02,Campus mess bill,2724.06,expense,Food,Campus mess bill
855,4,2025-03-02,Stationery/printouts,167.32,expense,Education,Stationery/printouts
856,4,2025-03-03,Salary credited,29574.28,income,Income,Employer/Institute
857,4,2025-03-11,Parking fee,40.75,expense,Transport,Parking fee
858,4,2025-03-12,Swiggy order - campus,629.37,expense,Food,Swiggy order
859,4,2025-03-13,Monthly stipend credited,6205.67,income,Income,Monthly stipend credited
860,4,2025-03-14,Barbeque Nation dinner,1365.89,expense,Food,Barbeque Nation dinner
861,4,2025-03-14,Barbeque Nation dinner,1504.64,expense,Food,Barbeque Nation dinner
862,4,2025-03-16,Airtel postpaid bill,578.68,expense,Bills,Airtel postpaid bill
863,4,2025-03-18,PVR Cinemas,765.71,expense,Entertainment,PVR Cinemas
864,4,2025-03-19,LPG cylinder booking,1078.57,expense,Bills,LPG cylinder booking
865,4,2025-03-19,Cashback/refund credited,500.77,income,Income,Cashback/refund credited
866,4,2025-03-20,Amusement park entry,885.82,expense,Entertainment,Amusement park entry
867,4,2025-03-21,Metro card recharge,172.64,expense,Transport,Metro card recharge
868,4,2025-03-23,Croma electronics,13234.33,expense,Shopping,Croma electronics
869,4,2025-03-25,Amazon books order,843.64,expense,Education,Amazon books order
870,4,2025-03-26,Hostel/room rent,12395.33,expense,Bills,Hostel/room rent
871,4,2025-03-27,Dr Lal PathLabs test,1649.66,expense,Health,Dr Lal PathLabs test
872,4,2025-03-28,PVR Cinemas,558.03,expense,Entertainment,PVR Cinemas
873,4,2025-03-28,Spotify Premium,153.84,expense,Entertainment,Spotify Premium
874,4,2025-03-28,LPG cylinder booking,997.56,expense,Bills,LPG cylinder booking
875,4,2025-03-30,Amusement park entry,1171.26,expense,Entertainment,Amusement park entry
876,4,2025-03-31,Chai/tea stall,37.67,expense,Food,Chai/tea stall
877,4,2025-04-01,Campus mess bill,2503.5,expense,Food,Campus mess bill
878,4,2025-04-03,LPG cylinder booking,923.62,expense,Bills,LPG cylinder booking
879,4,2025-04-04,Salary credited,29126.27,income,Income,Employer/Institute
880,4,2025-04-06,DMart grocery shopping,1102.43,expense,Food,DMart grocery shopping
881,4,2025-04-08,Barbeque Nation dinner,1111.93,expense,Food,Barbeque Nation dinner
882,4,2025-04-11,Croma electronics,6899.37,expense,Shopping,Croma electronics
883,4,2025-04-12,Amazon purchase - monthly,953.27,expense,Shopping,Amazon purchase
884,4,2025-04-13,Chai/tea stall,23.08,expense,Food,Chai/tea stall
885,4,2025-04-14,Decathlon sports gear,2588.64,expense,Shopping,Decathlon sports gear
886,4,2025-04-15,Spotify Premium,163.25,expense,Entertainment,Spotify Premium
887,4,2025-04-16,McDonalds,275.63,expense,Food,McDonalds
888,4,2025-04-16,Airtel postpaid bill,954.76,expense,Bills,Airtel postpaid bill
889,4,2025-04-17,Society maintenance charge,2264.3,expense,Bills,Society maintenance charge
890,4,2025-04-19,ATM cash withdrawal,746.43,expense,Other,ATM cash withdrawal
891,4,2025-04-20,Zomato order - Bangalore,384.53,expense,Food,Zomato order
892,4,2025-04-20,Freelance project payment,7403.36,income,Income,Freelance project payment
893,4,2025-04-22,Flipkart order - weekend,3151.84,expense,Shopping,Flipkart order
894,4,2025-04-22,BookMyShow movie ticket,478.53,expense,Entertainment,BookMyShow movie ticket
895,4,2025-04-22,Dr Lal PathLabs test,864.54,expense,Health,Dr Lal PathLabs test
896,4,2025-04-24,Starbucks Coffee,358.73,expense,Food,Starbucks Coffee
897,4,2025-04-25,Local mall shopping,2928.82,expense,Shopping,Local mall shopping
898,4,2025-04-26,Ajio order,2006.74,expense,Shopping,Ajio order
899,4,2025-04-26,Flipkart order - monthly,4517.11,expense,Shopping,Flipkart order
900,4,2025-04-28,Decathlon sports gear,1163.59,expense,Shopping,Decathlon sports gear
901,4,2025-04-28,Campus mess bill,1799.86,expense,Food,Campus mess bill
902,4,2025-04-28,Udemy course purchase,2133.89,expense,Education,Udemy course purchase
903,4,2025-04-29,Local tiffin service,99.54,expense,Food,Local tiffin service
904,4,2025-04-30,Starbucks Coffee,387.89,expense,Food,Starbucks Coffee
905,4,2025-05-02,Udemy course purchase,1162.85,expense,Education,Udemy course purchase
906,4,2025-05-03,PVR Cinemas,533.47,expense,Entertainment,PVR Cinemas
907,4,2025-05-04,BookMyShow movie ticket,468.61,expense,Entertainment,BookMyShow movie ticket
908,4,2025-05-04,Salary credited,26857.82,income,Income,Employer/Institute
909,4,2025-05-05,Jio mobile recharge,914.02,expense,Bills,Jio mobile recharge
910,4,2025-05-07,Amusement park entry,1194.59,expense,Entertainment,Amusement park entry
911,4,2025-05-07,Campus mess bill,2258.21,expense,Food,Campus mess bill
912,4,2025-05-08,Dominos Pizza,869.14,expense,Food,Dominos Pizza
913,4,2025-05-11,McDonalds,183.97,expense,Food,McDonalds
914,4,2025-05-12,ACT Fibernet broadband bill,1092.25,expense,Bills,ACT Fibernet broadband bill
915,4,2025-05-21,Starbucks Coffee,416.86,expense,Food,Starbucks Coffee
916,4,2025-05-21,Amazon purchase - weekend,2759.75,expense,Shopping,Amazon purchase
917,4,2025-05-23,Local mall shopping,3322.96,expense,Shopping,Local mall shopping
918,4,2025-05-28,Society maintenance charge,2394.61,expense,Bills,Society maintenance charge
919,4,2025-05-29,Indian Oil petrol,913.66,expense,Transport,Indian Oil petrol
920,4,2025-05-30,Gift purchase,816.55,expense,Other,Gift purchase
921,4,2025-05-30,Swiggy order - app,147.26,expense,Food,Swiggy order
922,4,2025-06-01,Hostel/room rent,7126.86,expense,Bills,Hostel/room rent
923,4,2025-06-02,Apollo Pharmacy,525.03,expense,Health,Apollo Pharmacy
924,4,2025-06-03,Airtel postpaid bill,776.65,expense,Bills,Airtel postpaid bill
925,4,2025-06-04,Doctor consultation fee,1138.91,expense,Health,Doctor consultation fee
926,4,2025-06-04,Starbucks Coffee,209.07,expense,Food,Starbucks Coffee
927,4,2025-06-04,Salary credited,26925.17,income,Income,Employer/Institute
928,4,2025-06-05,Amazon books order,598.4,expense,Education,Amazon books order
929,4,2025-06-05,Local mall shopping,2206.01,expense,Shopping,Local mall shopping
930,4,2025-06-10,Local mall shopping,3083.12,expense,Shopping,Local mall shopping
931,4,2025-06-10,Jio mobile recharge,479.9,expense,Bills,Jio mobile recharge
932,4,2025-06-11,Jio mobile recharge,953.2,expense,Bills,Jio mobile recharge
933,4,2025-06-13,LPG cylinder booking,994.07,expense,Bills,LPG cylinder booking
934,4,2025-06-13,PVR Cinemas,425.46,expense,Entertainment,PVR Cinemas
935,4,2025-06-16,Miscellaneous expense,357.06,expense,Other,Miscellaneous expense
936,4,2025-06-19,Hostel/room rent,12679.44,expense,Bills,Hostel/room rent
937,4,2025-06-22,Indian Oil petrol,1904.9,expense,Transport,Indian Oil petrol
938,4,2025-06-27,Steam game purchase,1516.15,expense,Entertainment,Steam game purchase
939,4,2025-06-29,Health insurance premium,3632.87,expense,Health,Health insurance premium
940,4,2025-07-01,Ajio order,810.77,expense,Shopping,Ajio order
941,4,2025-07-01,Amazon purchase - MG Road,1907.29,expense,Shopping,Amazon purchase
942,4,2025-07-01,Salary credited,26975.65,income,Income,Employer/Institute
943,4,2025-07-03,Local mall shopping,2380.88,expense,Shopping,Local mall shopping
944,4,2025-07-04,Spotify Premium,124.97,expense,Entertainment,Spotify Premium
945,4,2025-07-04,Ola cab,160.76,expense,Transport,Ola cab
946,4,2025-07-06,IRCTC train ticket,1105.67,expense,Transport,IRCTC train ticket
947,4,2025-07-07,DMart grocery shopping,504.57,expense,Food,DMart grocery shopping
948,4,2025-07-09,Library fine/fee,129.06,expense,Education,Library fine/fee
949,4,2025-07-11,Hostel/room rent,12378.36,expense,Bills,Hostel/room rent
950,4,2025-07-12,Coaching institute fee,9585.03,expense,Education,Coaching institute fee
951,4,2025-07-12,DMart grocery shopping,378.58,expense,Food,DMart grocery shopping
952,4,2025-07-12,IRCTC train ticket,1603.07,expense,Transport,IRCTC train ticket
953,4,2025-07-13,Local tiffin service,106.53,expense,Food,Local tiffin service
954,4,2025-07-14,Tata Play DTH recharge,499.08,expense,Bills,Tata Play DTH recharge
955,4,2025-07-14,Dominos Pizza,690.65,expense,Food,Dominos Pizza
956,4,2025-07-14,Local mall shopping,545.51,expense,Shopping,Local mall shopping
957,4,2025-07-16,Amazon books order,224.41,expense,Education,Amazon books order
958,4,2025-07-16,Cashback/refund credited,423.85,income,Income,Cashback/refund credited
959,4,2025-07-17,ACT Fibernet broadband bill,1266.66,expense,Bills,ACT Fibernet broadband bill
960,4,2025-07-18,Local tiffin service,72.3,expense,Food,Local tiffin service
961,4,2025-07-19,Decathlon sports gear,2585.94,expense,Shopping,Decathlon sports gear
962,4,2025-07-21,DMart grocery shopping,1279.66,expense,Food,DMart grocery shopping
963,4,2025-07-21,Amusement park entry,822.16,expense,Entertainment,Amusement park entry
964,4,2025-07-23,Barbeque Nation dinner,1360.27,expense,Food,Barbeque Nation dinner
965,4,2025-07-23,Steam game purchase,676.35,expense,Entertainment,Steam game purchase
966,4,2025-07-29,Decathlon sports gear,376.99,expense,Shopping,Decathlon sports gear
967,4,2025-07-30,Doctor consultation fee,1125.58,expense,Health,Doctor consultation fee
968,4,2025-07-31,Exam registration fee,2351.14,expense,Education,Exam registration fee
969,4,2025-08-03,Salary credited,29806.8,income,Income,Employer/Institute
970,4,2025-08-04,Starbucks Coffee,189.02,expense,Food,Starbucks Coffee
971,4,2025-08-05,Rapido bike taxi,138.4,expense,Transport,Rapido bike taxi
972,4,2025-08-05,Local tiffin service,77.83,expense,Food,Local tiffin service
973,4,2025-08-09,Dominos Pizza,812.42,expense,Food,Dominos Pizza
974,4,2025-08-13,Ola cab,413.6,expense,Transport,Ola cab
975,4,2025-08-13,Ola cab,259.58,expense,Transport,Ola cab
976,4,2025-08-14,Metro card recharge,236.73,expense,Transport,Metro card recharge
977,4,2025-08-14,BESCOM electricity bill,535.25,expense,Bills,BESCOM electricity bill
978,4,2025-08-14,Dominos Pizza,639.77,expense,Food,Dominos Pizza
979,4,2025-08-14,Scholarship credited,35336.48,income,Income,Scholarship credited
980,4,2025-08-15,Cashback/refund credited,365.84,income,Income,Cashback/refund credited
981,4,2025-08-16,Swiggy order - wallet,248.88,expense,Food,Swiggy order
982,4,2025-08-17,Airtel postpaid bill,616.85,expense,Bills,Airtel postpaid bill
983,4,2025-08-18,Charity donation,384.84,expense,Other,Charity donation
984,4,2025-08-18,Apollo Pharmacy,735.88,expense,Health,Apollo Pharmacy
985,4,2025-08-19,Campus mess bill,3092.61,expense,Food,Campus mess bill
986,4,2025-08-19,Uber ride,334.71,expense,Transport,Uber ride
987,4,2025-08-21,Spotify Premium,158.53,expense,Entertainment,Spotify Premium
988,4,2025-08-22,Metro card recharge,321.67,expense,Transport,Metro card recharge
989,4,2025-08-23,Auto fare,34.23,expense,Transport,Auto fare
990,4,2025-08-23,Campus mess bill,2525.36,expense,Food,Campus mess bill
991,4,2025-08-24,IRCTC train ticket,306.65,expense,Transport,IRCTC train ticket
992,4,2025-08-25,IRCTC train ticket,1175.99,expense,Transport,IRCTC train ticket
993,4,2025-08-26,Rapido bike taxi,142.78,expense,Transport,Rapido bike taxi
994,4,2025-08-29,Dental clinic visit,1367.38,expense,Health,Dental clinic visit
995,4,2025-09-02,Salary credited,27993.1,income,Income,Employer/Institute
996,4,2025-09-03,YouTube Premium,177.17,expense,Entertainment,YouTube Premium
997,4,2025-09-05,Uber ride,123.57,expense,Transport,Uber ride
998,4,2025-09-05,Health insurance premium,5908.52,expense,Health,Health insurance premium
999,4,2025-09-08,DMart grocery shopping,1266.78,expense,Food,DMart grocery shopping
1000,4,2025-09-08,Cafe Coffee Day,188.25,expense,Food,Cafe Coffee Day
1001,4,2025-09-09,Society maintenance charge,2409.41,expense,Bills,Society maintenance charge
1002,4,2025-09-09,Amusement park entry,1348.98,expense,Entertainment,Amusement park entry
1003,4,2025-09-11,YouTube Premium,149.05,expense,Entertainment,YouTube Premium
1004,4,2025-09-11,Miscellaneous expense,790.75,expense,Other,Miscellaneous expense
1005,4,2025-09-13,Auto fare,74.85,expense,Transport,Auto fare
1006,4,2025-09-20,Metro card recharge,467.94,expense,Transport,Metro card recharge
1007,4,2025-09-20,Croma electronics,12622.91,expense,Shopping,Croma electronics
1008,4,2025-09-24,Stationery/printouts,247.8,expense,Education,Stationery/printouts
1009,4,2025-09-29,Bank service charge,123.69,expense,Other,Bank service charge
1010,4,2025-10-02,Salary credited,28935.34,income,Income,Employer/Institute
1011,4,2025-10-03,Rapido bike taxi,86.65,expense,Transport,Rapido bike taxi
1012,4,2025-10-03,Cafe Coffee Day,280.27,expense,Food,Cafe Coffee Day
1013,4,2025-10-03,McDonalds,298.91,expense,Food,McDonalds
1014,4,2025-10-04,Cafe Coffee Day,316.12,expense,Food,Cafe Coffee Day
1015,4,2025-10-06,Local mall shopping,1381.3,expense,Shopping,Local mall shopping
1016,4,2025-10-10,Amazon purchase - weekend,2358.94,expense,Shopping,Amazon purchase
1017,4,2025-10-12,Hostel/room rent,11657.91,expense,Bills,Hostel/room rent
1018,4,2025-10-13,Croma electronics,3402.68,expense,Shopping,Croma electronics
1019,4,2025-10-14,Amusement park entry,951.78,expense,Entertainment,Amusement park entry
1020,4,2025-10-15,Flipkart order - campus,1313.95,expense,Shopping,Flipkart order
1021,4,2025-10-16,Exam registration fee,2223.57,expense,Education,Exam registration fee
1022,4,2025-10-17,IndiGo flight booking,5484.21,expense,Transport,IndiGo flight booking
1023,4,2025-10-17,Jio mobile recharge,182.51,expense,Bills,Jio mobile recharge
1024,4,2025-10-18,Barbeque Nation dinner,1163.91,expense,Food,Barbeque Nation dinner
1025,4,2025-10-20,Coursera subscription,3688.01,expense,Education,Coursera subscription
1026,4,2025-10-21,Water bill payment,496.91,expense,Bills,Water bill payment
1027,4,2025-10-22,Dental clinic visit,545.28,expense,Health,Dental clinic visit
1028,4,2025-10-23,Ola cab,239.42,expense,Transport,Ola cab
1029,4,2025-10-25,Gift purchase,1792.24,expense,Other,Gift purchase
1030,4,2025-10-26,Charity donation,907.91,expense,Other,Charity donation
1031,4,2025-10-27,DMart grocery shopping,1006.04,expense,Food,DMart grocery shopping
1032,4,2025-10-27,Local mall shopping,864.38,expense,Shopping,Local mall shopping
1033,4,2025-10-28,McDonalds,261.99,expense,Food,McDonalds
1034,4,2025-10-28,Hostel/room rent,6662.39,expense,Bills,Hostel/room rent
1035,4,2025-10-29,Barbeque Nation dinner,2292.47,expense,Food,Barbeque Nation dinner
1036,4,2025-10-29,Monthly stipend credited,5769.53,income,Income,Monthly stipend credited
1037,4,2025-11-01,Exam registration fee,1583.27,expense,Education,Exam registration fee
1038,4,2025-11-02,Decathlon sports gear,2097.33,expense,Shopping,Decathlon sports gear
1039,4,2025-11-02,Salary credited,26849.02,income,Income,Employer/Institute
1040,4,2025-11-06,Stationery/printouts,51.62,expense,Education,Stationery/printouts
1041,4,2025-11-06,Cult.fit gym membership,1053.19,expense,Health,Cult.fit gym membership
1042,4,2025-11-11,Dr Lal PathLabs test,1625.12,expense,Health,Dr Lal PathLabs test
1043,4,2025-11-11,Tata Play DTH recharge,422.67,expense,Bills,Tata Play DTH recharge
1044,4,2025-11-12,Family transfer received,1333.07,income,Income,Family transfer received
